address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,shortName,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,longName,marketState,displayName,trailingPegRatio
1633 Broadway,38th Floor,New York,NY,10019,United States,646 727 4092,https://www.mongodb.com,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"MongoDB, Inc., together with its subsidiaries, provides general purpose database platform worldwide. The company provides MongoDB Atlas, a hosted multi-cloud database-as-a-service solution; MongoDB Enterprise Advanced, a commercial database server for enterprise customers to run in the cloud, on-premises, or in a hybrid environment; and Community Server, a free-to-download version of its database, which includes the functionality that developers need to get started with MongoDB. It offers professional services comprising consulting and training. The company was formerly known as 10gen, Inc. and changed its name to MongoDB, Inc. in August 2013. MongoDB, Inc. was incorporated in 2007 and is headquartered in New York, New York.",5686,"[{'maxAge': 1, 'name': 'Mr. Dev C. Ittycheria', 'age': 57, 'title': 'President, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 796975, 'exercisedValue': 31789632, 'unexercisedValue': 5700876}, {'maxAge': 1, 'name': 'Mr. Dwight A. Merriman', 'age': 55, 'title': 'Co-Founder & Director', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 38739, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Cedric  Pech', 'age': 50, 'title': 'President of Field Operations', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 865435, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael J. Berry', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jim  Scharf', 'title': 'Chief Technology Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mindy  Lieberman', 'title': 'Chief Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andrew  Stephens', 'title': 'General Counsel & Corporate Secretary', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. May  Petry', 'title': 'Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Harsha  Jalihal', 'title': 'Chief People Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ronnen  Miller', 'title': 'Executive Vice President of Global Technical Services', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,5,7,6,5,1754006400,1767139200,[],86400,2,237.89,232.63,217.33,232.66,237.89,232.63,217.33,232.66,0.0,1.415,68.200615,2988024,2988024,2443229,2332890,2332890,207.46,221.43,2,8,18056409088,140.78,370.0,8.57829,210.7061,234.0716,0.0,0.0,USD,False,15674591232,-0.04091,79320901,81714304,3716318,3412734,1749772800,1752537600,0.045500003,0.0308,0.88222003,1.78,0.0468,81714304,37.117,5.9533367,1738281600,1769817600,1745971200,-86105000,-1.08,3.24,7.447,-101.966,-0.0023927689,0.20277917,EQUITY,220.97,395.0,170.0,272.2592,275.0,1.675,buy,37,2453937920,30.031,-153724000,72117000,5.48,5.886,2104896000,2.378,27.489,-0.0319,-0.04003,1534256000,421320384,196507008,0.219,0.7289,-0.07303,-0.09481,USD,MDB,en-US,US,Equity,Delayed Quote,True,HIGH,217.33 - 232.66,NasdaqGM,2443229,80.19,0.5696122,140.78 - 370.0,-149.03,-0.40278378,-0.23927689,1749067200,1756292340,1756728000,1749070800,1749070800,False,-1.08,3.24,3.09465,71.40388,10.263901,0.04871193,-13.101593,-0.055972587,15,0,1.7 - Buy,False,True,1508419800000,-0.09684777,220.756,-0.21400452,-16.919998,"MongoDB, Inc.",[],1754092731,1754078402,NGM,finmb_46952162,America/New_York,EDT,-14400000,us_market,False,-7.1125307,220.97,"MongoDB, Inc.",CLOSED,MongoDB,
