address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,triggerable,customPriceAlertConfidence,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,displayName,trailingPegRatio
106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. The company's platform includes artificial intelligence (AI) Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data applications, and share data and data products, as well as applies AI for solving business problems. It serves financial services, advertising, media and entertainment, retail and consumer goods, healthcare and life sciences, manufacturing, technology, telecom, travel and hospitality, and government and defense industries, as well as the public sector. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",8240,"[{'maxAge': 1, 'name': 'Mr. Sridhar  Ramaswamy Ph.D.', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1571806, 'exercisedValue': 0, 'unexercisedValue': 3250406}, {'maxAge': 1, 'name': 'Dr. Benoit  Dageville Ph.D.', 'age': 57, 'title': 'Co-Founder, President of Product Division & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael P. Scarpelli', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1021121, 'exercisedValue': 0, 'unexercisedValue': 348591584}, {'maxAge': 1, 'name': 'Mr. Christian  Kleinerman', 'age': 48, 'title': 'Executive Vice President of Product', 'yearBorn': 1976, 'fiscalYear': 2025, 'totalPay': 814997, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vivek  Raghunathan', 'age': 45, 'title': 'Senior Vice President of Engineering', 'yearBorn': 1979, 'fiscalYear': 2025, 'totalPay': 1438498, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thierry  Cruanes', 'title': 'Co-Founder', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emily  Ho', 'age': 44, 'title': 'Chief Accounting Officer', 'yearBorn': 1980, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. S.  Muralidhar', 'title': 'Chief Technology Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mike  Blandina', 'title': 'Chief Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jimmy  Sexton', 'title': 'Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,10,10,7,10,1754006400,1767139200,[],86400,2,223.5,216.8,202.87,216.6299,223.5,216.8,202.87,216.6299,0.0,1.222,220.45161,8172184,8172184,4538558,3654260,3654260,204.6,205.11,3,2,68406562816,107.13,229.27,17.81532,212.932,171.71255,0.0,0.0,USD,False,67199107072,-0.36428002,319727981,333657984,10473826,10843874,1749772800,1752537600,0.031400003,0.04084,0.67794,2.75,0.0323,339323008,7.217,28.407927,1738281600,1769817600,1745971200,-1398744064,-4.2,0.93,17.501,-51.664,0.8202965,0.20277917,EQUITY,205.02,440.0,150.0,233.68787,235.0,1.66667,buy,47,3910683904,11.719,-1300704000,2687762944,1.473,1.579,3839760896,111.301,11.549,-0.115609996,-0.40139,2556518912,1157904896,832668992,0.257,0.66580003,-0.33875,-0.32700002,USD,SNOW,en-US,US,Equity,True,HIGH,[],1754092771,1754078402,NYQ,finmb_275004592,America/New_York,EDT,-14400000,us_market,False,-8.26845,205.02,CLOSED,-4.2,0.93,1.11457,183.94537,-7.9120026,-0.037157413,33.30745,0.19397213,15,0,2020-09-16,1.7 - Buy,False,Snowflake Inc.,Snowflake Inc.,True,1600263000000,-0.004882336,205.01,-0.010009766,-18.48,202.87 - 216.6299,NYSE,4538558,97.89001,0.91374975,107.13 - 229.27,-24.25,-0.10577048,82.029655,1747857900,1755720000,1755720000,1747861200,1747861200,True,Snowflake,12.2008
